customer_id,city,region,city_tier,age_band,gender,occupation,monthly_income_inr,diet_preference,fitness_goal,current_mood_state,primary_meal_occasion,preferred_cuisine,spice_preference,packaging_preference,preferred_order_channel,preferred_payment_mode,delivery_speed_preference,meal_plan_preference,price_sensitivity_score,health_orientation_score,convenience_need_score,personalization_interest_score,subscription_interest_score,social_media_influence_score,office_lunch_need_score,breakfast_need_score,indulgence_score,preferred_product_category_1,preferred_product_category_2,order_frequency_per_month,avg_order_value_inr,monthly_food_delivery_spend_inr,discount_response_pct,likely_to_try_moodmeal,bundle_affinity,subscription_propensity,health_segment,purchase_intent_score,purchase_intent_label,sales_funnel_stage,age_band_code,city_tier_code,purchase_intent_binary,bundle_affinity_code,subscription_propensity_code,sales_funnel_stage_code,fitness_goal_score,diet_preference_score,income_segment,avg_order_value_segment,monthly_spend_segment,wellness_index,value_seeking_index,digital_convenience_index,meal_need_intensity_index,customer_potential_score,priority_segment
MM105670,Chandigarh,North,Tier 2,35-44,Male,Teacher/Academia,114343,Veg,Convenience First,Low Energy,Dinner,Mediterranean,Medium,Eco-friendly,Zomato/Swiggy,UPI,Under 20 min,On-demand,47,22,66,45,71,65,54,7,52,Functional Beverages & Mood Drinks,Office Lunch & Subscription Packs,5,343,1531,5,1,Low,Medium,Low,49,Not Interested,Low Intent Lead,3,3,0,1,2,1,5,6,Upper Affluent,Mid Premium,Light,39.9,28.1,52.4,43.2,42.8,Low Potential
MM105671,Mumbai,West,Metro,35-44,Female,Entrepreneur/Freelancer,90692,Veg,Weight Loss,Happy/Social,Lunch,Pan-Asian,Spicy,Premium,WhatsApp/Instagram,UPI,20-40 min,On-demand,35,70,63,58,28,19,73,10,41,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,2,494,745,20,0,Low,Medium,Medium,58,Interested,Awareness/Consideration,3,1,1,1,2,2,10,6,Affluent,Premium,Light,76.5,28.2,38.5,45.2,41.8,Low Potential
MM105672,Bengaluru,South,Metro,25-34,Male,Healthcare/Service,35454,Eggetarian,Comfort/Indulgence,Happy/Social,Mid-evening Snack,Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,45,20,67,11,14,18,79,30,86,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,3,340,835,8,0,Low,Low,Low,22,Not Interested,Awareness/Consideration,2,1,0,1,1,2,5,7,Mass Premium,Mid Premium,Light,41.5,28.4,28.0,55.2,16.6,Low Potential
MM105673,Delhi NCR,North,Metro,25-34,Female,Student,23429,Eggetarian,Weight Loss,Happy/Social,Lunch,North Indian,Mild,Value/Functional,Own App/Website,UPI,Under 20 min,On-demand,70,41,43,59,54,51,6,16,38,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,1,392,360,35,0,Low,Low,Medium,54,Not Interested,Low Intent Lead,2,1,0,1,1,1,10,7,Budget,Mid Premium,Light,66.0,54.2,43.0,14.8,42.3,Low Potential
MM105674,Pune,West,Tier 1,25-34,Male,Entrepreneur/Freelancer,169909,Mixed/Flexible,Convenience First,Busy/Pressed for Time,Lunch,Continental,Spicy,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,84,27,87,69,45,42,69,51,58,Breakfast & Snack Boxes,Comfort Food Combo Boxes,4,586,1908,40,0,Medium,Medium,Low,38,Not Interested,Low Intent Lead,2,2,0,2,2,1,5,6,Premium,High Premium,Light,42.2,64.2,55.0,61.4,40.0,Low Potential
MM105675,Mumbai,West,Metro,35-44,Female,Corporate Professional,44467,Veg,Weight Loss,Low Energy,Late-night Craving,Fusion,Mild,Value/Functional,Zomato/Swiggy,Wallet,Under 20 min,On-demand,57,81,56,79,64,59,73,30,46,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,328,1961,21,0,Low,Medium,High,70,Interested,Trial Ordered,3,1,1,1,2,4,10,6,Mass Premium,Mid Premium,Light,81.4,40.8,54.0,55.1,59.1,Nurture
MM105676,Mumbai,West,Metro,45-54,Female,Student,6374,Veg,Weight Loss,Health-Focused,Lunch,North Indian,Spicy,Eco-friendly,Quick Commerce,Credit/Debit Card,Planned/Subscription,On-demand,63,100,74,94,51,100,52,39,47,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,322,1827,24,1,Medium,Medium,High,83,Interested,Repeat Customer,4,1,1,2,2,5,10,6,Budget,Mid Premium,Light,90.0,45.4,68.6,53.6,66.5,High Potential
MM105677,Delhi NCR,North,Metro,25-34,Female,Retired,78972,Non-Veg,Weight Loss,Happy/Social,Dinner,North Indian,Spicy,Premium,Own App/Website,Credit/Debit Card,20-40 min,Monthly Subscription,74,77,43,97,63,87,25,23,63,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,5,358,1814,25,1,Low,Medium,High,63,Interested,Trial Ordered,2,1,1,1,2,4,10,6,Affluent,Mid Premium,Light,79.6,52.0,59.2,32.2,58.9,Nurture
MM105678,Hyderabad,South,Metro,45-54,Female,Healthcare/Service,151496,Veg,Balanced Eating,Health-Focused,Mid-evening Snack,Pan-Asian,Medium,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,Weekly Subscription,78,68,60,59,15,61,47,20,25,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,676,3521,37,0,Low,Low,Medium,54,Not Interested,Low Intent Lead,4,1,0,1,1,1,8,6,Premium,High Premium,Moderate,69.6,59.6,44.2,44.8,41.9,Low Potential
MM105679,Coimbatore,South,Tier 2,18-24,Male,Creative/Media,35079,Vegan,Weight Loss,Low Energy,Lunch,Indian,Medium,Eco-friendly,Corporate Bulk,Credit/Debit Card,20-40 min,On-demand,60,71,70,67,46,54,0,100,46,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,4,307,1504,18,1,Low,Low,Medium,73,Interested,Awareness/Consideration,1,3,1,1,1,2,10,10,Mass Premium,Mid Premium,Light,87.0,41.1,52.1,43.5,52.8,Nurture
MM105680,Delhi NCR,North,Metro,55+,Female,Student,7826,Non-Veg,Balanced Eating,Busy/Pressed for Time,Breakfast,Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,Weekly Subscription,49,94,73,87,41,100,36,60,29,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,1,380,331,21,0,Low,Medium,High,79,Interested,Repeat Customer,5,1,1,1,2,5,8,6,Budget,Mid Premium,Light,81.3,36.4,65.4,42.3,56.7,Nurture
MM105681,Hyderabad,South,Metro,35-44,Male,Homemaker,78767,Veg,Balanced Eating,Stressed,Dinner,South Indian,Medium,Value/Functional,WhatsApp/Instagram,UPI,20-40 min,Monthly Subscription,62,76,72,89,50,60,24,38,60,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,4,573,1993,31,1,Medium,Medium,High,84,Interested,Repeat Customer,3,1,1,2,2,5,8,6,Affluent,High Premium,Light,73.2,48.1,58.9,37.9,62.7,High Potential
MM105682,Kolkata,East,Metro,45-54,Male,Creative/Media,140428,Mixed/Flexible,Balanced Eating,Low Energy,Mid-evening Snack,Pan-Asian,Mild,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,69,65,57,40,55,72,73,65,26,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,3,334,876,26,0,Low,Medium,Medium,74,Interested,High Intent Lead,4,1,1,1,2,3,8,6,Upper Affluent,Mid Premium,Light,68.2,49.7,47.8,60.0,49.3,Nurture
MM105683,Hyderabad,South,Metro,25-34,Male,Corporate Professional,35430,Non-Veg,Comfort/Indulgence,Low Energy,Lunch,Fusion,Mild,Eco-friendly,Quick Commerce,UPI,Planned/Subscription,On-demand,55,79,72,58,52,27,78,14,75,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,6,258,1870,15,1,Low,Medium,High,68,Interested,High Intent Lead,2,1,1,1,2,3,5,6,Mass Premium,Mass,Light,65.6,37.0,46.4,57.5,53.0,Nurture
MM105684,Bhubaneswar,East,Tier 2,45-54,Female,Entrepreneur/Freelancer,220729,Non-Veg,Balanced Eating,Low Energy,Dinner,North Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,60,83,49,81,33,63,23,22,42,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,816,3665,27,1,Low,Low,High,61,Interested,Awareness/Consideration,4,3,1,1,1,2,8,6,Premium,High Premium,Moderate,76.4,45.2,48.4,30.1,51.7,Nurture
MM105685,Chennai,South,Metro,35-44,Female,Corporate Professional,101976,Non-Veg,Weight Loss,Health-Focused,Mid-evening Snack,Mediterranean,Medium,Eco-friendly,Quick Commerce,Cash on Delivery,Under 20 min,Weekly Subscription,34,72,51,97,64,30,41,14,19,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,4,445,1788,17,0,Low,Medium,High,69,Interested,Trial Ordered,3,1,1,1,2,4,10,6,Upper Affluent,Premium,Light,77.4,26.4,50.3,35.6,60.0,Nurture
MM105686,Delhi NCR,North,Metro,35-44,Female,Corporate Professional,234975,Vegan,High Protein/Fitness,Happy/Social,Lunch,Indian,Spicy,Premium,Zomato/Swiggy,Cash on Delivery,20-40 min,On-demand,51,100,85,94,40,22,33,47,40,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,702,1612,28,1,Medium,Medium,High,79,Interested,Repeat Customer,3,1,1,2,2,5,9,10,Premium,High Premium,Light,97.0,40.6,54.7,43.7,61.7,High Potential
MM105687,Kochi,South,Tier 2,25-34,Female,Student,6501,Non-Veg,Comfort/Indulgence,Busy/Pressed for Time,Lunch,Indian,Spicy,Value/Functional,Quick Commerce,Cash on Delivery,Planned/Subscription,Weekly Subscription,79,66,78,82,49,36,56,40,56,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,2,392,890,29,0,Medium,Medium,High,60,Interested,Awareness/Consideration,2,3,1,2,2,2,5,6,Budget,Mid Premium,Light,59.7,56.5,54.4,48.1,51.6,Nurture
MM105688,Mumbai,West,Metro,25-34,Female,Corporate Professional,116556,Mixed/Flexible,Balanced Eating,Happy/Social,Mid-evening Snack,South Indian,Spicy,Value/Functional,Own App/Website,UPI,20-40 min,On-demand,61,62,68,52,69,41,50,45,0,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,8,424,2810,28,0,Medium,Medium,Medium,58,Interested,High Intent Lead,2,1,1,2,2,3,8,6,Upper Affluent,Premium,Moderate,66.9,46.2,49.4,57.4,54.1,Nurture
MM105689,Delhi NCR,North,Metro,35-44,Male,Corporate Professional,88854,Veg,Comfort/Indulgence,Stressed,Dinner,South Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,42,32,53,82,29,50,53,85,67,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,4,433,1519,18,1,Low,Low,Medium,49,Not Interested,Low Intent Lead,3,1,0,1,1,1,5,6,Affluent,Premium,Light,44.4,31.2,46.6,58.4,40.5,Low Potential
MM105690,Delhi NCR,North,Metro,35-44,Male,Retired,125661,Veg,Comfort/Indulgence,Low Energy,Breakfast,South Indian,Spicy,Eco-friendly,Own App/Website,Wallet,20-40 min,Weekly Subscription,95,52,48,21,41,51,3,65,76,Comfort Food Combo Boxes,Breakfast & Snack Boxes,4,543,2020,30,0,Low,Low,Low,42,Not Interested,Awareness/Consideration,3,1,0,1,1,2,5,6,Upper Affluent,Premium,Moderate,53.4,65.8,35.0,32.6,34.1,Low Potential
MM105691,Bengaluru,South,Metro,25-34,Male,Student,24613,Mixed/Flexible,Balanced Eating,Stressed,Lunch,Mediterranean,Spicy,Eco-friendly,Corporate Bulk,Credit/Debit Card,20-40 min,On-demand,72,84,95,34,36,85,38,54,20,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,3,236,656,34,1,Medium,Low,Medium,62,Interested,High Intent Lead,2,1,1,2,1,3,8,6,Budget,Mass,Light,76.8,54.9,57.7,49.0,44.4,Low Potential
MM105692,Delhi NCR,North,Metro,45-54,Male,Teacher/Academia,152490,Vegan,High Protein/Fitness,Busy/Pressed for Time,Lunch,Pan-Asian,Medium,Premium,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,26,61,71,56,41,27,100,70,44,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,2,576,1143,14,1,Low,Medium,Medium,60,Interested,Awareness/Consideration,4,1,1,1,2,2,9,10,Premium,High Premium,Light,79.4,20.6,44.1,72.2,44.1,Low Potential
MM105693,Delhi NCR,North,Metro,55+,Male,Healthcare/Service,38702,Mixed/Flexible,Balanced Eating,Happy/Social,Late-night Craving,Indian,Spicy,Premium,Quick Commerce,UPI,Planned/Subscription,On-demand,48,90,95,53,69,78,19,48,41,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,7,283,1743,36,1,Medium,Medium,High,87,Interested,Repeat Customer,5,1,1,2,2,5,8,6,Mass Premium,Mass,Light,79.5,42.6,65.0,47.8,64.4,High Potential
MM105694,Mumbai,West,Metro,45-54,Female,Creative/Media,224008,Non-Veg,Balanced Eating,Health-Focused,Lunch,North Indian,Medium,Value/Functional,WhatsApp/Instagram,UPI,20-40 min,Monthly Subscription,19,91,81,68,47,12,38,78,66,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,789,4152,7,0,Low,Medium,High,72,Interested,High Intent Lead,4,1,1,1,2,3,8,6,Premium,High Premium,Moderate,80.0,13.6,47.4,58.8,57.8,Nurture
MM105695,Delhi NCR,North,Metro,18-24,Female,Corporate Professional,51241,Veg,Comfort/Indulgence,Low Energy,Lunch,North Indian,Mild,Premium,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,50,57,81,49,74,63,98,14,70,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,6,288,1872,19,1,Medium,High,Medium,76,Interested,High Intent Lead,1,1,1,2,3,3,5,6,Mass Premium,Mass,Light,55.6,36.1,57.8,66.9,57.9,Nurture
MM105696,Mumbai,West,Metro,35-44,Male,Homemaker,166863,Non-Veg,High Protein/Fitness,Stressed,Mid-evening Snack,Pan-Asian,Medium,Value/Functional,WhatsApp/Instagram,UPI,Planned/Subscription,On-demand,67,89,26,57,51,23,47,32,39,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,9,651,7221,17,1,Low,Low,High,78,Interested,Repeat Customer,3,1,1,1,1,5,9,6,Premium,High Premium,Heavy,82.0,44.5,31.4,48.7,62.3,High Potential
MM105697,Bhubaneswar,East,Tier 2,45-54,Female,Entrepreneur/Freelancer,177576,Non-Veg,Balanced Eating,Stressed,Lunch,Continental,Medium,Eco-friendly,Zomato/Swiggy,Cash on Delivery,20-40 min,Monthly Subscription,39,53,42,40,67,75,48,37,18,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,3,728,2663,31,0,Low,Medium,Medium,50,Not Interested,Awareness/Consideration,4,3,0,1,2,2,8,6,Premium,High Premium,Moderate,62.8,35.4,45.6,40.8,44.8,Low Potential
MM105698,Lucknow,North,Tier 2,25-34,Female,Teacher/Academia,40614,Jain,Balanced Eating,Health-Focused,Office Meal,South Indian,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,65,99,63,76,56,53,75,43,0,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,351,2207,19,0,Low,Medium,High,74,Interested,High Intent Lead,2,3,1,1,2,3,8,7,Mass Premium,Mid Premium,Moderate,86.1,44.3,53.1,62.2,60.6,High Potential
MM105699,Bhubaneswar,East,Tier 2,25-34,Female,Homemaker,122477,Non-Veg,Balanced Eating,Happy/Social,Lunch,Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,38,78,70,76,43,74,30,48,4,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,467,2084,10,0,Low,Medium,High,70,Interested,Awareness/Consideration,2,3,1,1,2,2,8,6,Upper Affluent,Premium,Moderate,74.1,25.4,57.4,42.5,53.8,Nurture
MM105700,Chennai,South,Metro,18-24,Female,Entrepreneur/Freelancer,18316,Non-Veg,Weight Loss,Stressed,Breakfast,North Indian,Spicy,Eco-friendly,Quick Commerce,Wallet,20-40 min,On-demand,46,72,76,58,93,36,19,94,45,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,6,217,1428,31,1,Medium,High,Medium,77,Interested,High Intent Lead,1,1,1,2,3,3,10,6,Budget,Mass,Light,77.4,39.2,55.6,54.5,64.5,High Potential
MM105701,Jaipur,North,Tier 2,18-24,Female,Creative/Media,44285,Mixed/Flexible,High Protein/Fitness,Busy/Pressed for Time,Lunch,North Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,57,100,50,80,43,86,39,55,26,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,376,854,24,1,Low,Low,High,73,Interested,Awareness/Consideration,1,3,1,1,1,2,9,6,Mass Premium,Mid Premium,Light,87.0,42.2,54.6,42.8,56.1,Nurture
MM105702,Mumbai,West,Metro,18-24,Male,Corporate Professional,57914,Veg,High Protein/Fitness,Busy/Pressed for Time,Office Meal,North Indian,Medium,Premium,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,36,84,91,67,81,21,62,55,33,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,6,435,2621,21,1,Medium,High,High,93,Interested,Repeat Customer,1,1,1,2,3,5,9,6,Mass Premium,Premium,Moderate,79.8,29.2,57.0,64.2,70.5,High Potential
MM105703,Bengaluru,South,Metro,18-24,Female,Corporate Professional,28685,Veg,Weight Loss,Stressed,Dinner,North Indian,Medium,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,38,76,66,58,67,55,41,57,27,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,395,2288,17,1,Medium,Medium,High,92,Interested,Trial Ordered,1,1,1,2,2,4,10,6,Budget,Mid Premium,Moderate,79.2,28.6,52.4,54.6,65.3,High Potential
MM105704,Jaipur,North,Tier 2,35-44,Male,Corporate Professional,63773,Non-Veg,Convenience First,Busy/Pressed for Time,Mid-evening Snack,Indian,Medium,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Monthly Subscription,68,55,98,84,21,35,52,56,70,Office Lunch & Subscription Packs,Comfort Food Combo Boxes,5,450,1709,18,0,Medium,Low,Medium,80,Interested,Repeat Customer,3,3,1,2,1,5,5,6,Affluent,Premium,Light,54.8,45.5,56.4,59.5,53.1,Nurture
MM105705,Pune,West,Tier 1,18-24,Female,Student,19896,Mixed/Flexible,High Protein/Fitness,Busy/Pressed for Time,Breakfast,Pan-Asian,Spicy,Premium,WhatsApp/Instagram,Credit/Debit Card,Under 20 min,On-demand,48,72,100,57,43,67,25,54,21,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,6,359,1726,14,1,Medium,Medium,Medium,78,Interested,Trial Ordered,1,2,1,2,2,4,9,6,Budget,Mid Premium,Light,74.4,32.7,61.2,50.5,54.9,Nurture
MM105706,Coimbatore,South,Tier 2,35-44,Male,Homemaker,93413,Non-Veg,Balanced Eating,Happy/Social,Dinner,Mediterranean,Medium,Value/Functional,WhatsApp/Instagram,UPI,Planned/Subscription,On-demand,80,85,64,33,0,63,68,32,11,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,1,349,373,28,0,Low,Low,Medium,53,Not Interested,Awareness/Consideration,3,3,0,1,1,2,8,6,Affluent,Mid Premium,Light,77.2,56.6,38.4,46.8,31.7,Low Potential
MM105707,Delhi NCR,North,Metro,25-34,Female,Government/Public Sector,84487,Veg,Weight Loss,Low Energy,Mid-evening Snack,North Indian,Mild,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,20-40 min,Monthly Subscription,47,68,58,61,24,32,96,7,13,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,4,423,1848,31,0,Low,Medium,Medium,62,Interested,High Intent Lead,2,1,1,1,2,3,10,6,Affluent,Premium,Light,75.6,39.8,39.6,56.9,44.2,Low Potential
MM105708,Coimbatore,South,Tier 2,18-24,Female,Homemaker,45925,Veg,Convenience First,Busy/Pressed for Time,Breakfast,Indian,Mild,Value/Functional,Corporate Bulk,Credit/Debit Card,Under 20 min,On-demand,79,95,53,61,64,43,35,64,72,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,6,339,1719,31,0,Medium,Medium,High,45,Not Interested,Awareness/Consideration,1,3,0,2,2,2,5,6,Mass Premium,Mid Premium,Light,72.8,57.4,46.3,50.0,52.1,Nurture
MM105709,Bengaluru,South,Metro,18-24,Female,Entrepreneur/Freelancer,77749,Non-Veg,High Protein/Fitness,Stressed,Dinner,North Indian,Medium,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,20-40 min,Weekly Subscription,63,64,80,33,66,55,24,35,10,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,8,424,2775,32,1,Medium,Medium,Medium,76,Interested,High Intent Lead,1,1,1,2,2,3,9,6,Affluent,Premium,Moderate,70.8,49.1,51.5,46.4,56.2,Nurture
MM105710,Delhi NCR,North,Metro,25-34,Male,Retired,45470,Non-Veg,High Protein/Fitness,Stressed,Dinner,South Indian,Spicy,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,46,78,59,77,46,62,74,43,42,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,472,1376,29,1,Low,Medium,High,75,Interested,High Intent Lead,2,1,1,1,2,3,9,6,Mass Premium,Premium,Light,77.1,38.4,52.4,55.2,55.1,Nurture
MM105711,Jaipur,North,Tier 2,45-54,Male,Retired,113659,Jain,Balanced Eating,Health-Focused,Late-night Craving,South Indian,Spicy,Premium,Zomato/Swiggy,Cash on Delivery,20-40 min,On-demand,53,100,50,94,71,65,69,0,63,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,555,3076,21,1,Low,Medium,High,74,Interested,Trial Ordered,4,3,1,1,2,4,8,7,Upper Affluent,High Premium,Moderate,86.5,38.6,57.4,47.1,67.1,High Potential
MM105712,Pune,West,Tier 1,45-54,Male,Creative/Media,126852,Veg,High Protein/Fitness,Health-Focused,Mid-evening Snack,Indian,Medium,Premium,Zomato/Swiggy,UPI,Under 20 min,On-demand,42,100,77,86,53,46,21,70,22,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,581,2130,24,0,Medium,Medium,High,67,Interested,High Intent Lead,4,2,1,2,2,3,9,6,Upper Affluent,High Premium,Moderate,87.0,33.9,57.4,43.4,59.9,Nurture
MM105713,Lucknow,North,Tier 2,45-54,Male,Corporate Professional,223444,Non-Veg,Weight Loss,Low Energy,Late-night Craving,Indian,Spicy,Eco-friendly,Quick Commerce,UPI,Planned/Subscription,Weekly Subscription,38,75,29,78,59,42,92,48,69,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,3,750,2682,19,1,Low,Medium,High,70,Interested,Awareness/Consideration,4,3,1,1,2,2,10,6,Premium,High Premium,Moderate,78.8,29.4,41.6,59.2,57.1,Nurture
MM105714,Ahmedabad,West,Tier 1,18-24,Female,Corporate Professional,34748,Non-Veg,High Protein/Fitness,Health-Focused,Lunch,Fusion,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,76,54,72,95,15,40,38,41,12,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,6,372,2537,9,1,Low,Low,Medium,61,Interested,High Intent Lead,1,2,1,1,1,3,9,6,Mass Premium,Mid Premium,Moderate,66.3,45.8,50.8,48.2,47.1,Nurture
MM105715,Pune,West,Tier 1,55+,Male,Retired,85895,Non-Veg,Balanced Eating,Stressed,Dinner,Mediterranean,Spicy,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,Planned/Subscription,Weekly Subscription,35,80,64,51,88,100,11,22,73,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,8,383,2747,20,0,Medium,Medium,High,61,Interested,Trial Ordered,5,2,1,2,2,4,8,6,Affluent,Mid Premium,Moderate,75.0,28.2,62.6,35.5,60.4,High Potential
MM105716,Coimbatore,South,Tier 2,25-34,Female,Corporate Professional,130869,Eggetarian,Comfort/Indulgence,Happy/Social,Mid-evening Snack,Indian,Medium,Eco-friendly,Own App/Website,Wallet,Planned/Subscription,Monthly Subscription,82,49,63,53,62,21,14,64,66,Comfort Food Combo Boxes,Breakfast & Snack Boxes,7,602,4230,38,1,Medium,Medium,Medium,58,Interested,High Intent Lead,2,3,1,2,2,3,5,7,Upper Affluent,High Premium,Moderate,54.6,62.2,43.0,45.0,52.3,Nurture
MM105717,Bengaluru,South,Metro,35-44,Male,Corporate Professional,96306,Non-Veg,Balanced Eating,Stressed,Lunch,South Indian,Medium,Eco-friendly,Own App/Website,Cash on Delivery,20-40 min,On-demand,86,82,62,61,74,85,51,82,24,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,8,388,3409,45,1,Medium,Medium,High,70,Interested,High Intent Lead,3,1,1,2,2,3,8,6,Affluent,Mid Premium,Moderate,75.9,67.6,58.9,66.2,62.5,High Potential
MM105718,Delhi NCR,North,Metro,25-34,Male,Student,16835,Non-Veg,Convenience First,Health-Focused,Lunch,Continental,Spicy,Value/Functional,Own App/Website,Credit/Debit Card,Under 20 min,On-demand,86,67,39,91,77,13,25,52,79,Comfort Food Combo Boxes,Personalised Healthy Meal Bowls,4,140,650,30,1,Low,Medium,High,58,Interested,High Intent Lead,2,1,1,1,2,3,5,6,Budget,Low Ticket,Light,60.2,60.8,44.0,36.8,57.0,Nurture
MM105719,Bengaluru,South,Metro,25-34,Male,Corporate Professional,73230,Non-Veg,High Protein/Fitness,Busy/Pressed for Time,Lunch,Fusion,Medium,Value/Functional,Quick Commerce,Cash on Delivery,20-40 min,Weekly Subscription,53,94,62,85,48,53,91,100,19,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,4,441,1685,24,0,Low,Medium,High,74,Interested,Trial Ordered,2,1,1,1,2,4,9,6,Affluent,Premium,Light,84.3,40.0,53.4,78.7,58.6,Nurture
MM105720,Hyderabad,South,Metro,35-44,Female,Entrepreneur/Freelancer,135159,Non-Veg,Comfort/Indulgence,Busy/Pressed for Time,Lunch,North Indian,Spicy,Premium,Own App/Website,Credit/Debit Card,20-40 min,On-demand,66,36,73,64,64,66,58,53,56,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,5,556,2938,32,1,Medium,Medium,Low,45,Not Interested,Awareness/Consideration,3,1,0,2,2,2,5,6,Upper Affluent,High Premium,Moderate,46.2,50.7,57.5,57.4,47.3,Nurture
MM105721,Chennai,South,Metro,18-24,Female,Entrepreneur/Freelancer,30528,Veg,Balanced Eating,Health-Focused,Breakfast,Indian,Spicy,Value/Functional,Quick Commerce,UPI,Under 20 min,Monthly Subscription,80,90,45,29,33,99,43,86,22,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,3,233,649,30,1,Low,Low,High,58,Interested,Awareness/Consideration,1,1,1,1,1,2,8,6,Mass Premium,Mass,Light,79.5,57.5,44.0,51.4,40.8,Low Potential
MM105722,Ahmedabad,West,Tier 1,35-44,Male,Retired,81653,Non-Veg,High Protein/Fitness,Low Energy,Dinner,South Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,On-demand,62,67,67,48,21,20,77,45,39,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,6,497,3300,29,0,Low,Low,Medium,47,Not Interested,Low Intent Lead,3,2,0,1,1,1,9,6,Affluent,Premium,Moderate,72.2,47.2,36.8,64.1,39.0,Low Potential
